0 0 ['38d2m42s', '111d3m31s'] ['38d2m42s', '111d0m0s'] ['38d0m0s', '111d3m31s'] ['38d0m0s', '111d0m0s'] 1970
156 37 ['39d42m36s', '120d12m7s'] ['39d42m36s', '120d8m36s'] ['39d39m54s', '120d12m7s'] ['39d39m54s', '120d8m36s'] 2444
157 37 ['39d42m36s', '120d15m38s'] ['39d42m36s', '120d12m7s'] ['39d39m54s', '120d15m38s'] ['39d39m54s', '120d12m7s'] 1974
158 37 ['39d42m36s', '120d19m9s'] ['39d42m36s', '120d15m38s'] ['39d39m54s', '120d19m9s'] ['39d39m54s', '120d15m38s'] 1868
159 37 ['39d42m36s', '120d22m40s'] ['39d42m36s', '120d19m9s'] ['39d39m54s', '120d22m40s'] ['39d39m54s', '120d19m9s'] 1698
160 37 ['39d42m36s', '120d26m11s'] ['39d42m36s', '120d22m40s'] ['39d39m54s', '120d26m11s'] ['39d39m54s', '120d22m40s'] 1640
161 37 ['39d42m36s', '120d29m42s'] ['39d42m36s', '120d26m11s'] ['39d39m54s', '120d29m42s'] ['39d39m54s', '120d26m11s'] 1807
162 37 ['39d42m36s', '120d33m13s'] ['39d42m36s', '120d29m42s'] ['39d39m54s', '120d33m13s'] ['39d39m54s', '120d29m42s'] 2377
163 37 ['39d42m36s', '120d36m44s'] ['39d42m36s', '120d33m13s'] ['39d39m54s', '120d36m44s'] ['39d39m54s', '120d33m13s'] 2395
164 37 ['39d42m36s', '120d40m15s'] ['39d42m36s', '120d36m44s'] ['39d39m54s', '120d40m15s'] ['39d39m54s', '120d36m44s'] 2246
165 37 ['39d42m36s', '120d43m46s'] ['39d42m36s', '120d40m15s'] ['39d39m54s', '120d43m46s'] ['39d39m54s', '120d40m15s'] 2363
166 37 ['39d42m36s', '120d47m17s'] ['39d42m36s', '120d43m46s'] ['39d39m54s', '120d47m17s'] ['39d39m54s', '120d43m46s'] 2198
167 37 ['39d42m36s', '120d50m48s'] ['39d42m36s', '120d47m17s'] ['39d39m54s', '120d50m48s'] ['39d39m54s', '120d47m17s'] 2192
168 37 ['39d42m36s', '120d54m19s'] ['39d42m36s', '120d50m48s'] ['39d39m54s', '120d54m19s'] ['39d39m54s', '120d50m48s'] 2097
169 37 ['39d42m36s', '120d57m50s'] ['39d42m36s', '120d54m19s'] ['39d39m54s', '120d57m50s'] ['39d39m54s', '120d54m19s'] 1773
170 37 ['39d42m36s', '121d1m21s'] ['39d42m36s', '120d57m50s'] ['39d39m54s', '121d1m21s'] ['39d39m54s', '120d57m50s'] 1797
171 37 ['39d42m36s', '121d4m52s'] ['39d42m36s', '121d1m21s'] ['39d39m54s', '121d4m52s'] ['39d39m54s', '121d1m21s'] 1752
172 37 ['39d42m36s', '121d8m23s'] ['39d42m36s', '121d4m52s'] ['39d39m54s', '121d8m23s'] ['39d39m54s', '121d4m52s'] 1679
173 37 ['39d42m36s', '121d11m54s'] ['39d42m36s', '121d8m23s'] ['39d39m54s', '121d11m54s'] ['39d39m54s', '121d8m23s'] 1498
174 37 ['39d42m36s', '121d15m25s'] ['39d42m36s', '121d11m54s'] ['39d39m54s', '121d15m25s'] ['39d39m54s', '121d11m54s'] 1411
175 37 ['39d42m36s', '121d18m56s'] ['39d42m36s', '121d15m25s'] ['39d39m54s', '121d18m56s'] ['39d39m54s', '121d15m25s'] 1262
176 37 ['39d42m36s', '121d22m27s'] ['39d42m36s', '121d18m56s'] ['39d39m54s', '121d22m27s'] ['39d39m54s', '121d18m56s'] 1195
177 37 ['39d42m36s', '121d25m58s'] ['39d42m36s', '121d22m27s'] ['39d39m54s', '121d25m58s'] ['39d39m54s', '121d22m27s'] 984
178 37 ['39d42m36s', '121d29m29s'] ['39d42m36s', '121d25m58s'] ['39d39m54s', '121d29m29s'] ['39d39m54s', '121d25m58s'] 873
179 37 ['39d42m36s', '121d33m0s'] ['39d42m36s', '121d29m29s'] ['39d39m54s', '121d33m0s'] ['39d39m54s', '121d29m29s'] 648
180 37 ['39d42m36s', '121d36m31s'] ['39d42m36s', '121d33m0s'] ['39d39m54s', '121d36m31s'] ['39d39m54s', '121d33m0s'] 462
181 37 ['39d42m36s', '121d40m2s'] ['39d42m36s', '121d36m31s'] ['39d39m54s', '121d40m2s'] ['39d39m54s', '121d36m31s'] 405
182 37 ['39d42m36s', '121d43m33s'] ['39d42m36s', '121d40m2s'] ['39d39m54s', '121d43m33s'] ['39d39m54s', '121d40m2s'] 317
183 37 ['39d42m36s', '121d47m4s'] ['39d42m36s', '121d43m33s'] ['39d39m54s', '121d47m4s'] ['39d39m54s', '121d43m33s'] 183
184 37 ['39d42m36s', '121d50m35s'] ['39d42m36s', '121d47m4s'] ['39d39m54s', '121d50m35s'] ['39d39m54s', '121d47m4s'] 77
185 37 ['39d42m36s', '121d54m6s'] ['39d42m36s', '121d50m35s'] ['39d39m54s', '121d54m6s'] ['39d39m54s', '121d50m35s'] 59
186 37 ['39d42m36s', '121d57m37s'] ['39d42m36s', '121d54m6s'] ['39d39m54s', '121d57m37s'] ['39d39m54s', '121d54m6s'] 53
187 37 ['39d42m36s', '122d1m8s'] ['39d42m36s', '121d57m37s'] ['39d39m54s', '122d1m8s'] ['39d39m54s', '121d57m37s'] 51
188 37 ['39d42m36s', '122d4m39s'] ['39d42m36s', '122d1m8s'] ['39d39m54s', '122d4m39s'] ['39d39m54s', '122d1m8s'] 56
189 37 ['39d42m36s', '122d8m10s'] ['39d42m36s', '122d4m39s'] ['39d39m54s', '122d8m10s'] ['39d39m54s', '122d4m39s'] 64
190 37 ['39d42m36s', '122d11m41s'] ['39d42m36s', '122d8m10s'] ['39d39m54s', '122d11m41s'] ['39d39m54s', '122d8m10s'] 72
191 37 ['39d42m36s', '122d15m12s'] ['39d42m36s', '122d11m41s'] ['39d39m54s', '122d15m12s'] ['39d39m54s', '122d11m41s'] 79
192 37 ['39d42m36s', '122d18m43s'] ['39d42m36s', '122d15m12s'] ['39d39m54s', '122d18m43s'] ['39d39m54s', '122d15m12s'] 127
193 37 ['39d42m36s', '122d22m14s'] ['39d42m36s', '122d18m43s'] ['39d39m54s', '122d22m14s'] ['39d39m54s', '122d18m43s'] 207
194 37 ['39d42m36s', '122d25m45s'] ['39d42m36s', '122d22m14s'] ['39d39m54s', '122d25m45s'] ['39d39m54s', '122d22m14s'] 311
195 37 ['39d42m36s', '122d29m16s'] ['39d42m36s', '122d25m45s'] ['39d39m54s', '122d29m16s'] ['39d39m54s', '122d25m45s'] 401
196 37 ['39d42m36s', '122d32m47s'] ['39d42m36s', '122d29m16s'] ['39d39m54s', '122d32m47s'] ['39d39m54s', '122d29m16s'] 412
197 37 ['39d42m36s', '122d36m18s'] ['39d42m36s', '122d32m47s'] ['39d39m54s', '122d36m18s'] ['39d39m54s', '122d32m47s'] 698
198 37 ['39d42m36s', '122d39m49s'] ['39d42m36s', '122d36m18s'] ['39d39m54s', '122d39m49s'] ['39d39m54s', '122d36m18s'] 1067
199 37 ['39d42m36s', '122d43m20s'] ['39d42m36s', '122d39m49s'] ['39d39m54s', '122d43m20s'] ['39d39m54s', '122d39m49s'] 1332
200 37 ['39d42m36s', '122d46m51s'] ['39d42m36s', '122d43m20s'] ['39d39m54s', '122d46m51s'] ['39d39m54s', '122d43m20s'] 1751
201 37 ['39d42m36s', '122d50m22s'] ['39d42m36s', '122d46m51s'] ['39d39m54s', '122d50m22s'] ['39d39m54s', '122d46m51s'] 1945
202 37 ['39d42m36s', '122d53m53s'] ['39d42m36s', '122d50m22s'] ['39d39m54s', '122d53m53s'] ['39d39m54s', '122d50m22s'] 2060
203 37 ['39d42m36s', '122d57m24s'] ['39d42m36s', '122d53m53s'] ['39d39m54s', '122d57m24s'] ['39d39m54s', '122d53m53s'] 1651
204 37 ['39d42m36s', '123d0m55s'] ['39d42m36s', '122d57m24s'] ['39d39m54s', '123d0m55s'] ['39d39m54s', '122d57m24s'] 1820
205 37 ['39d42m36s', '123d4m26s'] ['39d42m36s', '123d0m55s'] ['39d39m54s', '123d4m26s'] ['39d39m54s', '123d0m55s'] 1462
206 37 ['39d42m36s', '123d7m57s'] ['39d42m36s', '123d4m26s'] ['39d39m54s', '123d7m57s'] ['39d39m54s', '123d4m26s'] 1270
207 37 ['39d42m36s', '123d11m28s'] ['39d42m36s', '123d7m57s'] ['39d39m54s', '123d11m28s'] ['39d39m54s', '123d7m57s'] 888
208 37 ['39d42m36s', '123d14m59s'] ['39d42m36s', '123d11m28s'] ['39d39m54s', '123d14m59s'] ['39d39m54s', '123d11m28s'] 982
209 37 ['39d42m36s', '123d18m30s'] ['39d42m36s', '123d14m59s'] ['39d39m54s', '123d18m30s'] ['39d39m54s', '123d14m59s'] 1112
210 37 ['39d42m36s', '123d22m1s'] ['39d42m36s', '123d18m30s'] ['39d39m54s', '123d22m1s'] ['39d39m54s', '123d18m30s'] 997
211 37 ['39d42m36s', '123d25m32s'] ['39d42m36s', '123d22m1s'] ['39d39m54s', '123d25m32s'] ['39d39m54s', '123d22m1s'] 1076
212 37 ['39d42m36s', '123d29m3s'] ['39d42m36s', '123d25m32s'] ['39d39m54s', '123d29m3s'] ['39d39m54s', '123d25m32s'] 1065
213 37 ['39d42m36s', '123d32m34s'] ['39d42m36s', '123d29m3s'] ['39d39m54s', '123d32m34s'] ['39d39m54s', '123d29m3s'] 846
214 37 ['39d42m36s', '123d36m5s'] ['39d42m36s', '123d32m34s'] ['39d39m54s', '123d36m5s'] ['39d39m54s', '123d32m34s'] 1287
215 37 ['39d42m36s', '123d39m36s'] ['39d42m36s', '123d36m5s'] ['39d39m54s', '123d39m36s'] ['39d39m54s', '123d36m5s'] 1077
216 37 ['39d42m36s', '123d43m7s'] ['39d42m36s', '123d39m36s'] ['39d39m54s', '123d43m7s'] ['39d39m54s', '123d39m36s'] 773
217 37 ['39d42m36s', '123d46m38s'] ['39d42m36s', '123d43m7s'] ['39d39m54s', '123d46m38s'] ['39d39m54s', '123d43m7s'] 677
218 37 ['39d42m36s', '123d50m9s'] ['39d42m36s', '123d46m38s'] ['39d39m54s', '123d50m9s'] ['39d39m54s', '123d46m38s'] 392
219 37 ['39d42m36s', '123d53m40s'] ['39d42m36s', '123d50m9s'] ['39d39m54s', '123d53m40s'] ['39d39m54s', '123d50m9s'] 0
220 37 ['39d42m36s', '123d57m11s'] ['39d42m36s', '123d53m40s'] ['39d39m54s', '123d57m11s'] ['39d39m54s', '123d53m40s'] 0
221 37 ['39d42m36s', '124d0m42s'] ['39d42m36s', '123d57m11s'] ['39d39m54s', '124d0m42s'] ['39d39m54s', '123d57m11s'] 0
222 37 ['39d42m36s', '124d4m13s'] ['39d42m36s', '124d0m42s'] ['39d39m54s', '124d4m13s'] ['39d39m54s', '124d0m42s'] 0
223 37 ['39d42m36s', '124d7m44s'] ['39d42m36s', '124d4m13s'] ['39d39m54s', '124d7m44s'] ['39d39m54s', '124d4m13s'] 0
224 37 ['39d42m36s', '124d11m15s'] ['39d42m36s', '124d7m44s'] ['39d39m54s', '124d11m15s'] ['39d39m54s', '124d7m44s'] 0
225 37 ['39d42m36s', '124d14m46s'] ['39d42m36s', '124d11m15s'] ['39d39m54s', '124d14m46s'] ['39d39m54s', '124d11m15s'] 0
226 37 ['39d42m36s', '124d18m17s'] ['39d42m36s', '124d14m46s'] ['39d39m54s', '124d18m17s'] ['39d39m54s', '124d14m46s'] 0
227 37 ['39d42m36s', '124d21m48s'] ['39d42m36s', '124d18m17s'] ['39d39m54s', '124d21m48s'] ['39d39m54s', '124d18m17s'] 0
228 37 ['39d42m36s', '124d25m19s'] ['39d42m36s', '124d21m48s'] ['39d39m54s', '124d25m19s'] ['39d39m54s', '124d21m48s'] 0
229 37 ['39d42m36s', '124d28m50s'] ['39d42m36s', '124d25m19s'] ['39d39m54s', '124d28m50s'] ['39d39m54s', '124d25m19s'] 0
230 37 ['39d42m36s', '124d32m21s'] ['39d42m36s', '124d28m50s'] ['39d39m54s', '124d32m21s'] ['39d39m54s', '124d28m50s'] 0
231 37 ['39d42m36s', '124d35m52s'] ['39d42m36s', '124d32m21s'] ['39d39m54s', '124d35m52s'] ['39d39m54s', '124d32m21s'] 0
232 37 ['39d42m36s', '124d39m23s'] ['39d42m36s', '124d35m52s'] ['39d39m54s', '124d39m23s'] ['39d39m54s', '124d35m52s'] 0
233 37 ['39d42m36s', '124d42m54s'] ['39d42m36s', '124d39m23s'] ['39d39m54s', '124d42m54s'] ['39d39m54s', '124d39m23s'] 0
234 37 ['39d42m36s', '124d46m25s'] ['39d42m36s', '124d42m54s'] ['39d39m54s', '124d46m25s'] ['39d39m54s', '124d42m54s'] 0
235 37 ['39d42m36s', '124d49m56s'] ['39d42m36s', '124d46m25s'] ['39d39m54s', '124d49m56s'] ['39d39m54s', '124d46m25s'] 0
236 37 ['39d42m36s', '124d53m27s'] ['39d42m36s', '124d49m56s'] ['39d39m54s', '124d53m27s'] ['39d39m54s', '124d49m56s'] 0
237 37 ['39d42m36s', '124d56m58s'] ['39d42m36s', '124d53m27s'] ['39d39m54s', '124d56m58s'] ['39d39m54s', '124d53m27s'] 0
238 37 ['39d42m36s', '125d0m29s'] ['39d42m36s', '124d56m58s'] ['39d39m54s', '125d0m29s'] ['39d39m54s', '124d56m58s'] 0
239 37 ['39d42m36s', '125d4m0s'] ['39d42m36s', '125d0m29s'] ['39d39m54s', '125d4m0s'] ['39d39m54s', '125d0m29s'] 0
0 38 ['39d45m18s', '111d3m31s'] ['39d45m18s', '111d0m0s'] ['39d42m36s', '111d3m31s'] ['39d42m36s', '111d0m0s'] 2872
1 38 ['39d45m18s', '111d7m2s'] ['39d45m18s', '111d3m31s'] ['39d42m36s', '111d7m2s'] ['39d42m36s', '111d3m31s'] 2912
2 38 ['39d45m18s', '111d10m33s'] ['39d45m18s', '111d7m2s'] ['39d42m36s', '111d10m33s'] ['39d42m36s', '111d7m2s'] 2813
3 38 ['39d45m18s', '111d14m4s'] ['39d45m18s', '111d10m33s'] ['39d42m36s', '111d14m4s'] ['39d42m36s', '111d10m33s'] 2873
4 38 ['39d45m18s', '111d17m35s'] ['39d45m18s', '111d14m4s'] ['39d42m36s', '111d17m35s'] ['39d42m36s', '111d14m4s'] 2939
5 38 ['39d45m18s', '111d21m6s'] ['39d45m18s', '111d17m35s'] ['39d42m36s', '111d21m6s'] ['39d42m36s', '111d17m35s'] 2818
6 38 ['39d45m18s', '111d24m37s'] ['39d45m18s', '111d21m6s'] ['39d42m36s', '111d24m37s'] ['39d42m36s', '111d21m6s'] 2803
7 38 ['39d45m18s', '111d28m8s'] ['39d45m18s', '111d24m37s'] ['39d42m36s', '111d28m8s'] ['39d42m36s', '111d24m37s'] 2261
8 38 ['39d45m18s', '111d31m39s'] ['39d45m18s', '111d28m8s'] ['39d42m36s', '111d31m39s'] ['39d42m36s', '111d28m8s'] 2181
9 38 ['39d45m18s', '111d35m10s'] ['39d45m18s', '111d31m39s'] ['39d42m36s', '111d35m10s'] ['39d42m36s', '111d31m39s'] 2633
10 38 ['39d45m18s', '111d38m41s'] ['39d45m18s', '111d35m10s'] ['39d42m36s', '111d38m41s'] ['39d42m36s', '111d35m10s'] 2598
11 38 ['39d45m18s', '111d42m12s'] ['39d45m18s', '111d38m41s'] ['39d42m36s', '111d42m12s'] ['39d42m36s', '111d38m41s'] 2531
12 38 ['39d45m18s', '111d45m43s'] ['39d45m18s', '111d42m12s'] ['39d42m36s', '111d45m43s'] ['39d42m36s', '111d42m12s'] 2335
13 38 ['39d45m18s', '111d49m14s'] ['39d45m18s', '111d45m43s'] ['39d42m36s', '111d49m14s'] ['39d42m36s', '111d45m43s'] 2559
14 38 ['39d45m18s', '111d52m45s'] ['39d45m18s', '111d49m14s'] ['39d42m36s', '111d52m45s'] ['39d42m36s', '111d49m14s'] 1889
15 38 ['39d45m18s', '111d56m16s'] ['39d45m18s', '111d52m45s'] ['39d42m36s', '111d56m16s'] ['39d42m36s', '111d52m45s'] 1916
16 38 ['39d45m18s', '111d59m47s'] ['39d45m18s', '111d56m16s'] ['39d42m36s', '111d59m47s'] ['39d42m36s', '111d56m16s'] 1990
17 38 ['39d45m18s', '112d3m18s'] ['39d45m18s', '111d59m47s'] ['39d42m36s', '112d3m18s'] ['39d42m36s', '111d59m47s'] 1960
18 38 ['39d45m18s', '112d6m49s'] ['39d45m18s', '112d3m18s'] ['39d42m36s', '112d6m49s'] ['39d42m36s', '112d3m18s'] 2230
19 38 ['39d45m18s', '112d10m20s'] ['39d45m18s', '112d6m49s'] ['39d42m36s', '112d10m20s'] ['39d42m36s', '112d6m49s'] 2092
20 38 ['39d45m18s', '112d13m51s'] ['39d45m18s', '112d10m20s'] ['39d42m36s', '112d13m51s'] ['39d42m36s', '112d10m20s'] 1700
21 38 ['39d45m18s', '112d17m22s'] ['39d45m18s', '112d13m51s'] ['39d42m36s', '112d17m22s'] ['39d42m36s', '112d13m51s'] 1794
22 38 ['39d45m18s', '112d20m53s'] ['39d45m18s', '112d17m22s'] ['39d42m36s', '112d20m53s'] ['39d42m36s', '112d17m22s'] 1686
23 38 ['39d45m18s', '112d24m24s'] ['39d45m18s', '112d20m53s'] ['39d42m36s', '112d24m24s'] ['39d42m36s', '112d20m53s'] 1674
24 38 ['39d45m18s', '112d27m55s'] ['39d45m18s', '112d24m24s'] ['39d42m36s', '112d27m55s'] ['39d42m36s', '112d24m24s'] 1664
25 38 ['39d45m18s', '112d31m26s'] ['39d45m18s', '112d27m55s'] ['39d42m36s', '112d31m26s'] ['39d42m36s', '112d27m55s'] 1555
26 38 ['39d45m18s', '112d34m57s'] ['39d45m18s', '112d31m26s'] ['39d42m36s', '112d34m57s'] ['39d42m36s', '112d31m26s'] 1826
27 38 ['39d45m18s', '112d38m28s'] ['39d45m18s', '112d34m57s'] ['39d42m36s', '112d38m28s'] ['39d42m36s', '112d34m57s'] 1814
28 38 ['39d45m18s', '112d41m59s'] ['39d45m18s', '112d38m28s'] ['39d42m36s', '112d41m59s'] ['39d42m36s', '112d38m28s'] 1569
29 38 ['39d45m18s', '112d45m30s'] ['39d45m18s', '112d41m59s'] ['39d42m36s', '112d45m30s'] ['39d42m36s', '112d41m59s'] 1435
30 38 ['39d45m18s', '112d49m1s'] ['39d45m18s', '112d45m30s'] ['39d42m36s', '112d49m1s'] ['39d42m36s', '112d45m30s'] 1749
31 38 ['39d45m18s', '112d52m32s'] ['39d45m18s', '112d49m1s'] ['39d42m36s', '112d52m32s'] ['39d42m36s', '112d49m1s'] 1799
32 38 ['39d45m18s', '112d56m3s'] ['39d45m18s', '112d52m32s'] ['39d42m36s', '112d56m3s'] ['39d42m36s', '112d52m32s'] 1965
33 38 ['39d45m18s', '112d59m34s'] ['39d45m18s', '112d56m3s'] ['39d42m36s', '112d59m34s'] ['39d42m36s', '112d56m3s'] 1927
34 38 ['39d45m18s', '113d3m5s'] ['39d45m18s', '112d59m34s'] ['39d42m36s', '113d3m5s'] ['39d42m36s', '112d59m34s'] 1706
35 38 ['39d45m18s', '113d6m36s'] ['39d45m18s', '113d3m5s'] ['39d42m36s', '113d6m36s'] ['39d42m36s', '113d3m5s'] 2135
36 38 ['39d45m18s', '113d10m7s'] ['39d45m18s', '113d6m36s'] ['39d42m36s', '113d10m7s'] ['39d42m36s', '113d6m36s'] 2164
37 38 ['39d45m18s', '113d13m38s'] ['39d45m18s', '113d10m7s'] ['39d42m36s', '113d13m38s'] ['39d42m36s', '113d10m7s'] 1990
38 38 ['39d45m18s', '113d17m9s'] ['39d45m18s', '113d13m38s'] ['39d42m36s', '113d17m9s'] ['39d42m36s', '113d13m38s'] 1489
39 38 ['39d45m18s', '113d20m40s'] ['39d45m18s', '113d17m9s'] ['39d42m36s', '113d20m40s'] ['39d42m36s', '113d17m9s'] 1360
40 38 ['39d45m18s', '113d24m11s'] ['39d45m18s', '113d20m40s'] ['39d42m36s', '113d24m11s'] ['39d42m36s', '113d20m40s'] 1643
41 38 ['39d45m18s', '113d27m42s'] ['39d45m18s', '113d24m11s'] ['39d42m36s', '113d27m42s'] ['39d42m36s', '113d24m11s'] 2580
42 38 ['39d45m18s', '113d31m13s'] ['39d45m18s', '113d27m42s'] ['39d42m36s', '113d31m13s'] ['39d42m36s', '113d27m42s'] 2017
43 38 ['39d45m18s', '113d34m44s'] ['39d45m18s', '113d31m13s'] ['39d42m36s', '113d34m44s'] ['39d42m36s', '113d31m13s'] 1714
44 38 ['39d45m18s', '113d38m15s'] ['39d45m18s', '113d34m44s'] ['39d42m36s', '113d38m15s'] ['39d42m36s', '113d34m44s'] 1671
45 38 ['39d45m18s', '113d41m46s'] ['39d45m18s', '113d38m15s'] ['39d42m36s', '113d41m46s'] ['39d42m36s', '113d38m15s'] 1546
46 38 ['39d45m18s', '113d45m17s'] ['39d45m18s', '113d41m46s'] ['39d42m36s', '113d45m17s'] ['39d42m36s', '113d41m46s'] 1462
47 38 ['39d45m18s', '113d48m48s'] ['39d45m18s', '113d45m17s'] ['39d42m36s', '113d48m48s'] ['39d42m36s', '113d45m17s'] 1553
48 38 ['39d45m18s', '113d52m19s'] ['39d45m18s', '113d48m48s'] ['39d42m36s', '113d52m19s'] ['39d42m36s', '113d48m48s'] 1958
49 38 ['39d45m18s', '113d55m50s'] ['39d45m18s', '113d52m19s'] ['39d42m36s', '113d55m50s'] ['39d42m36s', '113d52m19s'] 3212
50 38 ['39d45m18s', '113d59m21s'] ['39d45m18s', '113d55m50s'] ['39d42m36s', '113d59m21s'] ['39d42m36s', '113d55m50s'] 3225
51 38 ['39d45m18s', '114d2m52s'] ['39d45m18s', '113d59m21s'] ['39d42m36s', '114d2m52s'] ['39d42m36s', '113d59m21s'] 3018
52 38 ['39d45m18s', '114d6m23s'] ['39d45m18s', '114d2m52s'] ['39d42m36s', '114d6m23s'] ['39d42m36s', '114d2m52s'] 2960
53 38 ['39d45m18s', '114d9m54s'] ['39d45m18s', '114d6m23s'] ['39d42m36s', '114d9m54s'] ['39d42m36s', '114d6m23s'] 2374
54 38 ['39d45m18s', '114d13m25s'] ['39d45m18s', '114d9m54s'] ['39d42m36s', '114d13m25s'] ['39d42m36s', '114d9m54s'] 2898
55 38 ['39d45m18s', '114d16m56s'] ['39d45m18s', '114d13m25s'] ['39d42m36s', '114d16m56s'] ['39d42m36s', '114d13m25s'] 2890
56 38 ['39d45m18s', '114d20m27s'] ['39d45m18s', '114d16m56s'] ['39d42m36s', '114d20m27s'] ['39d42m36s', '114d16m56s'] 2269
57 38 ['39d45m18s', '114d23m58s'] ['39d45m18s', '114d20m27s'] ['39d42m36s', '114d23m58s'] ['39d42m36s', '114d20m27s'] 1996
58 38 ['39d45m18s', '114d27m29s'] ['39d45m18s', '114d23m58s'] ['39d42m36s', '114d27m29s'] ['39d42m36s', '114d23m58s'] 1997
59 38 ['39d45m18s', '114d31m0s'] ['39d45m18s', '114d27m29s'] ['39d42m36s', '114d31m0s'] ['39d42m36s', '114d27m29s'] 2155
60 38 ['39d45m18s', '114d34m31s'] ['39d45m18s', '114d31m0s'] ['39d42m36s', '114d34m31s'] ['39d42m36s', '114d31m0s'] 2083
61 38 ['39d45m18s', '114d38m2s'] ['39d45m18s', '114d34m31s'] ['39d42m36s', '114d38m2s'] ['39d42m36s', '114d34m31s'] 3097
62 38 ['39d45m18s', '114d41m33s'] ['39d45m18s', '114d38m2s'] ['39d42m36s', '114d41m33s'] ['39d42m36s', '114d38m2s'] 3098
63 38 ['39d45m18s', '114d45m4s'] ['39d45m18s', '114d41m33s'] ['39d42m36s', '114d45m4s'] ['39d42m36s', '114d41m33s'] 2132
64 38 ['39d45m18s', '114d48m35s'] ['39d45m18s', '114d45m4s'] ['39d42m36s', '114d48m35s'] ['39d42m36s', '114d45m4s'] 1865
65 38 ['39d45m18s', '114d52m6s'] ['39d45m18s', '114d48m35s'] ['39d42m36s', '114d52m6s'] ['39d42m36s', '114d48m35s'] 3006
66 38 ['39d45m18s', '114d55m37s'] ['39d45m18s', '114d52m6s'] ['39d42m36s', '114d55m37s'] ['39d42m36s', '114d52m6s'] 3091
67 38 ['39d45m18s', '114d59m8s'] ['39d45m18s', '114d55m37s'] ['39d42m36s', '114d59m8s'] ['39d42m36s', '114d55m37s'] 2753
68 38 ['39d45m18s', '115d2m39s'] ['39d45m18s', '114d59m8s'] ['39d42m36s', '115d2m39s'] ['39d42m36s', '114d59m8s'] 2555
69 38 ['39d45m18s', '115d6m10s'] ['39d45m18s', '115d2m39s'] ['39d42m36s', '115d6m10s'] ['39d42m36s', '115d2m39s'] 2626
70 38 ['39d45m18s', '115d9m41s'] ['39d45m18s', '115d6m10s'] ['39d42m36s', '115d9m41s'] ['39d42m36s', '115d6m10s'] 2150
71 38 ['39d45m18s', '115d13m12s'] ['39d45m18s', '115d9m41s'] ['39d42m36s', '115d13m12s'] ['39d42m36s', '115d9m41s'] 2048
72 38 ['39d45m18s', '115d16m43s'] ['39d45m18s', '115d13m12s'] ['39d42m36s', '115d16m43s'] ['39d42m36s', '115d13m12s'] 2736
73 38 ['39d45m18s', '115d20m14s'] ['39d45m18s', '115d16m43s'] ['39d42m36s', '115d20m14s'] ['39d42m36s', '115d16m43s'] 2696
74 38 ['39d45m18s', '115d23m45s'] ['39d45m18s', '115d20m14s'] ['39d42m36s', '115d23m45s'] ['39d42m36s', '115d20m14s'] 1952
75 38 ['39d45m18s', '115d27m16s'] ['39d45m18s', '115d23m45s'] ['39d42m36s', '115d27m16s'] ['39d42m36s', '115d23m45s'] 1886
76 38 ['39d45m18s', '115d30m47s'] ['39d45m18s', '115d27m16s'] ['39d42m36s', '115d30m47s'] ['39d42m36s', '115d27m16s'] 2294
77 38 ['39d45m18s', '115d34m18s'] ['39d45m18s', '115d30m47s'] ['39d42m36s', '115d34m18s'] ['39d42m36s', '115d30m47s'] 2239
78 38 ['39d45m18s', '115d37m49s'] ['39d45m18s', '115d34m18s'] ['39d42m36s', '115d37m49s'] ['39d42m36s', '115d34m18s'] 2567
79 38 ['39d45m18s', '115d41m20s'] ['39d45m18s', '115d37m49s'] ['39d42m36s', '115d41m20s'] ['39d42m36s', '115d37m49s'] 2597
80 38 ['39d45m18s', '115d44m51s'] ['39d45m18s', '115d41m20s'] ['39d42m36s', '115d44m51s'] ['39d42m36s', '115d41m20s'] 1796
81 38 ['39d45m18s', '115d48m22s'] ['39d45m18s', '115d44m51s'] ['39d42m36s', '115d48m22s'] ['39d42m36s', '115d44m51s'] 2387
82 38 ['39d45m18s', '115d51m53s'] ['39d45m18s', '115d48m22s'] ['39d42m36s', '115d51m53s'] ['39d42m36s', '115d48m22s'] 2721
83 38 ['39d45m18s', '115d55m24s'] ['39d45m18s', '115d51m53s'] ['39d42m36s', '115d55m24s'] ['39d42m36s', '115d51m53s'] 1962
84 38 ['39d45m18s', '115d58m55s'] ['39d45m18s', '115d55m24s'] ['39d42m36s', '115d58m55s'] ['39d42m36s', '115d55m24s'] 1802
85 38 ['39d45m18s', '116d2m26s'] ['39d45m18s', '115d58m55s'] ['39d42m36s', '116d2m26s'] ['39d42m36s', '115d58m55s'] 1804
86 38 ['39d45m18s', '116d5m57s'] ['39d45m18s', '116d2m26s'] ['39d42m36s', '116d5m57s'] ['39d42m36s', '116d2m26s'] 1980
87 38 ['39d45m18s', '116d9m28s'] ['39d45m18s', '116d5m57s'] ['39d42m36s', '116d9m28s'] ['39d42m36s', '116d5m57s'] 2150
88 38 ['39d45m18s', '116d12m59s'] ['39d45m18s', '116d9m28s'] ['39d42m36s', '116d12m59s'] ['39d42m36s', '116d9m28s'] 2078
89 38 ['39d45m18s', '116d16m30s'] ['39d45m18s', '116d12m59s'] ['39d42m36s', '116d16m30s'] ['39d42m36s', '116d12m59s'] 2130
